re,Mdm,Mstar,Mgas,Mbh,sSFR_10,Sigma_star_1
0.12924389712746578,11.192429595989463,8.617358992896028,9.80713569323815,5.023134035621737,-8.428069843145805,7.401580257021387
0.20870477682599753,11.477177478419785,9.16719765740601,10.176038178911321,5.0421089925788944,-7.915451774468532,7.851574257845565
0.30312031923190225,11.468296215486227,9.514785322324192,10.363230383445742,5.050825270121974,-8.304031174564475,8.023247797345313
0.28507569776299135,11.92870513326559,9.79692054027031,10.616052668842123,5.074267107193086,-8.352358897899599,8.376858701758525
0.42102709129370314,12.09755139027809,10.221181012427298,10.893415679006376,5.077633995588087,-8.47687806333875,8.65755045446468
0.3834168800906554,12.16558861478056,10.395666135883978,10.899999700860462,5.145606301107189,-8.549324272524293,8.99026955108538
0.40713348742879224,12.19763756243018,10.582315951084114,10.915940140527665,5.433508657676117,-8.622672256045465,9.249008231228139
0.4042279115970212,12.256700980621723,10.717347617808048,10.881938050028484,5.916928499205379,-8.652638493297047,9.432153510969755
0.3808931531179835,12.291114547818525,10.827621810865788,10.847142692106157,6.100769424404754,-8.925733457745885,9.564936742743857
0.3042817232904628,12.328066150903108,10.906983647923008,10.83780824229019,6.531551460591042,-8.956302508661807,9.67372721750692
0.23984739381517237,12.363270721318273,10.96681178826804,10.870622497979783,7.025262828323668,-9.087823650110993,9.763253646357104
0.18900623075719156,12.394699264963108,11.004041554605543,10.863934259072252,7.536794926092692,-9.261891649762841,9.822485297166654
0.0024792999110267978,11.02070134675094,8.820767444811617,9.740389295789335,5.023255706933457,-7.975060628193736,7.803384981636514
0.30690210754926966,11.48787166911274,9.37137809949263,10.161139363728994,5.353812425064369,-8.734930846178173,8.036469730169092
0.29903624593799416,11.650226364659808,9.694394552293367,10.397700915993852,5.462520041426169,-8.519229988597836,8.412246922909894
0.3219694737600373,11.783904739115824,9.924339869777322,10.571121499367202,5.530804540728235,-8.528404681954104,8.60086487641682
0.3260042592596487,11.88774967056013,10.1163998447113,10.657571844096484,5.639998923321262,-8.666721250289394,8.827292717289824
0.32035853742892384,11.947020114604795,10.276752229375672,10.735048527612292,5.7307184408668785,-8.652497863251085,9.066919224895994
0.34164146410209556,12.002128846872589,10.416846967647729,10.789992476814708,5.7522184235760365,-8.725528915808988,9.228066678365819
0.3856237603068197,12.121915781316048,10.539515088868546,10.799946460399063,5.955998732777297,-8.742009871836403,9.359825798920088
0.41637016139270444,12.29173152899499,10.64298649874294,10.813802917504086,6.156355056289226,-8.783124408930087,9.445862782509103
0.35621661187995823,12.342737493295683,10.750035711994304,10.853131818736793,6.471985171403368,-8.696756552475359,9.535202382615521
0.21712676693999483,12.39890872005601,10.95322972073706,10.975823381558715,6.946401653451161,-8.894996699538682,9.71941384161138
0.34047130279687804,12.40816800789653,11.017686547520569,10.936288310960617,7.601461374733595,-9.039076110156309,9.778360288665368
0.38302742031745013,12.410070159985347,11.05425200206889,10.86101908960349,7.869644194414125,-9.22299582601359,9.74473412467587
0.5203618130590433,11.308407288056278,8.775659324296727,10.04416877228796,5.032628379437048,-8.028462121775728,6.392116668555006
0.4479505182487118,11.51386289421569,9.186498131485196,10.334567110544652,5.034770988073319,-8.224887185439407,7.380823635403992
0.4583458048478873,11.737014406261434,9.52962550411382,10.487189014142754,5.115320507920808,-8.37529147913967,7.790568389157547
0.47278469936933176,11.866516530412367,9.757099709920682,10.624958615544216,5.127158931319004,-8.534386775556934,7.969413245411808
0.4884635122862331,11.913206338352005,10.035074042975632,10.733474606788489,5.153633279148956,-8.771456075496062,8.177560964677074
0.37218414125806304,11.961124283429957,10.232529341153056,10.766748182675768,5.419389450769707,-8.48230812299463,8.605850212127002
0.36084922242984285,12.01600981028562,10.387208535320918,10.751195522328159,5.434062535144101,-8.694764461638659,8.878969039971329
0.34601183316157175,12.176352493881643,10.512346059524004,10.749301807944422,5.479489247511398,-8.764029103421418,9.06838158416522
0.43266824636852863,12.285137339653481,10.691607119298148,10.982027897899519,5.611544283904142,-9.26113050446754,9.229127997987487
0.2764727111747492,12.32715374829584,10.771274442364808,10.92050898537701,5.7045673497794445,-8.774110305823864,9.463889830572029
0.017010194260412594,10.855797168465694,8.246833896133108,9.238996008212858,5.0149356871253685,-8.289153307117033,7.265620728132924
0.15671798366192868,11.033219897626548,8.807702471731195,9.78391025366597,5.026727950273222,-8.243054536989558,7.64059578487518
0.17845357300508172,11.266070780911674,9.13819329439535,9.966639124787363,5.07973747711987,-8.59096922471874,7.8552205445989145
0.23415018643641577,11.33022941210057,9.409050268945197,10.185967629333755,5.135767766184488,-8.562067960435108,8.158954365305986
0.3056409263891083,11.443953046060077,9.594483045018254,10.319278824738756,5.220687857378715,-8.61280212966486,8.302837655141536
0.3402113846195479,11.637272864615747,9.786167001296713,10.493905344867086,5.34895842041613,-8.444181867459442,8.480863711246023
0.3159090097866042,11.85551396103058,9.938839096520905,10.583057020423912,5.3734418240052,-8.708157210546384,8.626638888617602
0.36688557261391963,12.022591808892722,10.137943066850209,10.743426530863971,5.710898295647098,-8.57451673923714,8.83604102995476
0.44976401045484415,12.088675808231667,10.328256557851331,10.850107565069848,5.863602614485001,-8.674006744831125,8.962776893554487
